date,open,high,low,close
2013-02-08,41.08202028672445,41.50064034027048,40.7891767635254,41.20774774676447
2013-02-11,40.83291701599562,41.173277802020976,40.51338971825222,40.86258130536832
2013-02-12,39.197571275212034,39.58248443046524,38.799817239741365,39.16175745462037
2013-02-13,38.67520199939277,39.027626336101704,38.276385094301446,38.630306499154855
2013-02-14,39.466134245152716,40.028357157990584,39.0847028329778,39.63425387329376
2013-02-15,41.50892944958358,41.86929344954376,41.04427230020878,41.42583372257167
2013-02-19,40.47066511220935,40.986533272099365,40.16599375561375,40.72453812529378
2013-02-20,40.3036179542556,40.50820759533391,39.51914302564688,39.63995149153622
2013-02-21,38.84248687926461,39.12707619740185,38.246438620394876,38.635566091078914
2013-02-22,39.81471552367124,40.183034202601306,39.460456727701796,39.965461576947284
2013-02-25,39.8993732559037,40.15810744836377,38.899779565711995,38.94830974857463
2013-02-26,39.59426434828897,39.98871176375163,39.1231318475632,39.687916342922925
2013-02-27,40.51579495519536,41.27951746744088,40.27121679759146,40.997139015089736
2013-02-28,40.36815120561736,40.8033541842617,40.077128069749975,40.351524144552165
2013-03-01,39.547891749037056,40.059906563193174,39.16584030704679,39.78725797397166
2013-03-04,40.81316594210989,41.30742702244208,40.455707483747254,41.06123484385053
2013-03-05,42.137846530901484,42.708540648543085,41.90653486159402,42.38482944996012
2013-03-06,40.19735951872982,40.488926344742886,39.78184262168224,40.08272238599982
2013-03-07,39.12737020710171,39.54205546195858,38.82186752448678,39.25770423921508
2013-03-08,39.663307404881664,39.975497742909695,39.26076868456369,39.681742134492175
2013-03-11,40.03617572418502,40.45416678352424,39.725762568878885,40.236269393886296
2013-03-12,41.326107694990746,41.604938912610834,40.91677137075575,41.22144878472446
2013-03-13,41.37384418370279,41.75758157634259,41.074812650246535,41.46049353495171
2013-03-14,40.54556358035964,40.90281573246187,40.26462928525312,40.64775583244686
2013-03-15,41.33668595063699,41.709428389820715,40.97760211024975,41.36075381653848
2013-03-18,40.595744999344426,41.23702297158313,40.38632467795739,40.93194305980235
2013-03-19,40.21148219089152,40.474298030916366,39.533517693467765,39.91842641428519
2013-03-20,39.95953593423639,40.327267734346655,39.64730752158362,40.01732508808192
2013-03-21,40.55785389041445,40.916999021718766,40.22312065849291,40.42353740797786
2013-03-22,40.18162223715331,40.599903395174756,39.9550596371912,40.36999454736001
2013-03-25,41.74895689023083,41.9968110483135,41.19686829770302,41.439663043289436
2013-03-26,41.02659550370137,41.40341186329388,40.7577639527684,41.182825847214005
2013-03-27,41.25072367383459,41.72896615965465,40.98730883742428,41.515902135838914
2013-03-28,43.57086459009034,44.014562963532114,43.25721040611555,43.72860405371389
2013-04-01,41.5147969708556,41.83818554771072,40.96201060211465,41.261803359902856
2013-04-02,42.10509601647243,42.57152071868752,41.669729812185075,42.02915255348132
2013-04-03,40.145057704747764,40.36939094764986,39.32112136018001,39.60074844114721
2013-04-04,40.916565404734506,41.42357738303787,40.59821256445244,41.14029649028001
2013-04-05,39.90984244754129,40.47532806405894,39.60351870716135,40.29764526678016
2013-04-08,40.083402833936866,40.51016761121937,39.753061957465675,40.37386625455966
2013-04-09,40.058955768459185,40.48133822875917,39.754347321290126,40.18293720833591
2013-04-10,40.52326321778767,41.170328822646496,40.34201191171855,40.954376602637375
2013-04-11,41.47421700964953,41.991616950508764,41.20074344836521,41.6665466633805
2013-04-12,41.57495911172081,41.926104420709144,41.13827016951996,41.57654152037074
2013-04-15,41.83154208084942,42.098675199740995,40.84009151574541,40.94403591330375
2013-04-16,40.8390200305706,41.32590906682654,40.48453512562935,41.12120596477434
2013-04-17,39.43311721240847,39.62915928974547,38.55190932524243,38.95465658883461
2013-04-18,40.848708687471195,41.122032138297165,40.03267034405273,40.40176805043208
2013-04-19,43.78322381093755,44.499594889712284,43.37346279503895,44.090568755041296
2013-04-22,41.541754037201294,42.0485190876951,41.084819527344166,41.74360151795757
2013-04-23,40.90882193855646,41.50383280986753,40.51621863556892,41.201156105756674
2013-04-24,41.717282205371504,42.47891661745829,41.29941955249045,41.89514301645073
2013-04-25,41.868229317742056,42.46108140119451,41.47125350429125,41.92019928471038
2013-04-26,43.14360427460085,43.59202046600054,42.629684345474544,43.09926715328162
2013-04-29,44.441584871314944,45.03954532104843,44.1523278978072,44.70329369566518
2013-04-30,43.843659208268654,44.35922844933177,43.412519995846445,44.03446815794488
2013-05-01,41.644586253340464,42.008793839321285,41.07207219864004,41.35697394375292
2013-05-02,41.61312939822697,42.27356143708555,41.32393932822162,41.98214862626326
2013-05-03,42.10142190804193,42.62199476571812,41.81462421414805,42.22414569257776
2013-05-06,40.68905782961859,41.17334270359587,40.397989573724594,40.8626440133004
2013-05-07,42.35749335761571,42.739576743909964,41.95209022734747,42.41665553310322
2013-05-08,42.75989721454098,43.32881448070206,42.46080144740755,43.08870116116829
2013-05-09,42.81766837298986,43.22922808717966,42.403830073560535,42.74680159228266
2013-05-10,44.142250321761715,44.637689984338685,43.801801362947046,44.394302959877834
2013-05-13,42.76761605574849,43.21806412552647,42.49260894111493,42.93334927782818
2013-05-14,42.50021369826801,43.16973991986495,42.305410555326795,42.92514185836524
2013-05-15,43.83944272507661,44.434176961867365,43.437985101873764,44.07909048895833
2013-05-16,41.60044279395211,42.11277891632189,41.14386141138234,41.55483580580522
2013-05-17,43.996321068835734,44.53379990516973,43.67735872746876,44.30943401254313
2013-05-20,44.57814904000378,45.1267305991451,44.24822917734035,44.705288515159076
2013-05-21,43.5687527702655,44.035398991644094,43.17664085795218,43.59661088357738
2013-05-22,43.5299331340833,44.1141795078217,42.82050159498833,43.09701511312165
2013-05-23,42.876517251602365,43.585792334141324,42.56040440009972,43.275996883162016
2013-05-24,45.09532450217606,45.49255945551574,44.746126637462396,45.28623419880708
2013-05-28,44.53608430413755,44.91438305109698,44.01010888573716,44.291500106334226
2013-05-29,42.74431233973104,43.169562331033276,42.247445361316714,42.71399463678895
2013-05-30,42.43510253991036,43.05062596021074,42.190554304826996,42.65528511617345
2013-05-31,43.65968773062806,44.09511526667554,43.09985447607058,43.17625332720683
2013-06-03,42.557574633149294,42.912600302359806,41.84599678239335,42.591412307191625
2013-06-04,42.31579910508315,42.73810217038455,41.7371031938872,42.061918579787594
2013-06-05,41.071297172042,41.383161245699604,40.39478934836115,40.61246070534565
2013-06-06,41.74920686989997,42.274486087041076,41.278383412604974,42.07830404489806
2013-06-07,44.24033815595833,44.83562875047228,43.87443943748628,44.575960098937195
2013-06-10,43.00592934967905,43.31088001675767,42.53819201465926,42.87761957050416
2013-06-11,42.27456280448894,42.70721759757753,41.92865551207185,42.20451782706388
2013-06-12,42.60384946624432,42.77069266947356,41.77474070406603,41.91662440887459
2013-06-13,42.37800258364903,43.185754709285106,42.101042983410075,43.05437674184256
2013-06-14,42.97603256450057,43.31361951226739,42.547799084591944,42.7735068063457
2013-06-17,41.81095628008115,42.231579042233115,41.48476636120045,41.83985400983516
2013-06-18,41.11312248596483,41.61687138423315,40.943929022736306,41.41440491480911
2013-06-19,41.95428500636558,42.26904554161501,41.33101894368436,41.433911741920916
2013-06-20,41.317603883511644,41.55530673911795,40.394474802862014,40.60945479913541
2013-06-21,42.084414503336845,42.374935112706176,41.250456971087964,41.824670731241326
2013-06-24,40.23607298617106,40.64076024085106,39.53152297307527,40.093737572298906
2013-06-25,40.88512692936047,41.30262194069762,40.47919637329426,40.95023113518331
2013-06-26,41.62961942008397,41.99846723009398,41.22886092299399,41.61258972873313
2013-06-27,41.48302689141149,41.91054539278611,41.18798931770549,41.51085008572497
2013-06-28,42.58976957598066,43.08589944976348,42.189056830977364,42.618806602188904
2013-07-01,43.583883025360834,44.17699834993945,43.23403634961784,43.619656405593794
2013-07-02,42.66259219735279,43.22455492657829,42.290245014897,42.71455773360258
2013-07-03,42.58369549465783,42.995280372298815,42.275000485179305,42.76340184667386
2013-07-05,42.87468907834853,43.214282791993135,42.429833303568046,43.02000561105658
2013-07-08,42.85547063538869,43.23918290912439,42.50357603298321,42.854531719104315
2013-07-09,44.25605589056396,44.77587255375277,43.82088427750653,44.40405864150684
2013-07-10,42.393235765163624,42.81252827410212,42.0073653627529,42.43996113220641
2013-07-11,43.05809806334959,43.46926836766429,42.654978545751355,43.19469407310409
2013-07-12,46.932160177964015,47.55156909435199,46.43182075959781,47.11522135344368
2013-07-15,46.46512871741284,46.80930628747257,46.06991811824236,46.48285874108447
2013-07-16,43.39864808876163,43.673678543605845,42.896131978750915,43.221814387933414
2013-07-17,43.05958066949539,43.497505867842584,42.71712187448976,43.14072764166013
2013-07-18,43.08376326071025,43.60539799564239,42.767369011107085,43.24687257528395
2013-07-19,44.10209516552293,44.57355043492961,43.53564327900472,44.17163871823303
2013-07-22,44.36994871431934,44.72284327473877,43.99301692101717,44.40587032637664
2013-07-23,42.822074743426484,43.13086330636532,42.35552266193814,42.62578581395701
2013-07-24,43.65778627189268,43.964627754769595,43.00116057330946,43.33392230524775
2013-07-25,42.655071042100595,43.35586527610142,42.15257496920143,42.9644594521009
2013-07-26,43.00815901628979,43.55711910303254,42.586349386692476,43.23417139891098
2013-07-29,43.213127251851716,43.71532749513993,42.78736650123408,43.242577727363916
2013-07-30,43.89544839501991,44.58409440718105,43.451208463521816,44.089494177718414
2013-07-31,44.36766915927354,44.8709311529722,43.639590597448496,44.08757165648851
2013-08-01,45.39641346202817,46.014205283664616,45.026595266991315,45.66441874954131
2013-08-02,46.812327576930194,47.25589110502335,46.40781103114386,46.95376198966549
2013-08-05,46.00361769820522,46.41042398589692,45.69240523043953,46.140884824256084
2013-08-06,46.58167616868221,46.881308958856685,45.96420545177334,46.33901566801686
2013-08-07,44.98024015150824,45.33685079026848,44.49885447705205,44.96354173797374
2013-08-08,45.383817543582126,45.757268787590945,44.92027394613278,45.381912296849
2013-08-09,45.41861681708471,45.792702296501155,45.01473305360875,45.32994424744337
2013-08-12,46.09984413581336,46.57548356543009,45.831631449932004,46.29092330758298
2013-08-13,44.38219758536517,45.02928631567043,43.72742535890223,44.468473231303
2013-08-14,45.24160169036098,45.60262275429292,44.751365725938996,45.05572810801176
2013-08-15,43.31844119852032,43.67114870856005,42.75084352717341,43.18466527379245
2013-08-16,44.471739355877446,44.86043048055733,44.13807420561668,44.42401549063225
2013-08-19,44.78169275347956,45.19640872562033,44.39614356665244,44.59594254235499
2013-08-20,43.074106981852324,43.59665310427445,42.737400114369976,43.221604717826075
2013-08-21,44.31961148944554,44.77833093769106,43.923595895529736,44.21584077684398
2013-08-22,44.76722266058351,45.31093676201907,44.53350854389868,45.050174321387665
2013-08-23,43.36034325437205,43.73383761649166,42.90590303298823,43.43177687907675
2013-08-26,44.5571964807525,45.061371611001746,44.225988570130575,44.469048843211674
2013-08-27,42.37256522965809,42.69165779203736,41.77226136292953,41.95915074123048
2013-08-28,43.147188305782024,43.6834796129681,42.92004612685143,43.3353708482816
2013-08-29,43.060093551691565,43.64269570451521,42.849297275578664,43.260609476290995
2013-08-30,43.815658518753196,44.01834048477574,43.29931223599988,43.57774200031321
2013-09-03,43.80106476508092,44.20755428066064,43.2814424446223,43.638881055348314
2013-09-04,41.48515337380476,42.058701015536954,41.22146339622538,41.77519767885494
2013-09-05,42.68133773848759,43.07954595187873,42.40260643269105,42.7300856070897
2013-09-06,43.475557668151794,43.8283712831467,42.85752275838271,43.38929983848299
2013-09-09,43.727817998031654,44.25059127485432,43.53767116481049,44.067451829615464
2013-09-10,42.83203342845898,43.28023047728357,42.362098333545646,42.870979842754345
2013-09-11,45.53390483806615,46.03642481008348,45.19847334199498,45.75663544114356
2013-09-12,45.04783170788868,45.4132007201464,44.620460088337154,44.92414732634374
2013-09-13,45.21538104092057,45.55898245586239,44.856448267933956,45.24589371923469
2013-09-16,46.28676311107377,46.52413636311723,45.64622411212937,45.893096528628014
2013-09-17,45.108280985638785,45.70344304738307,44.88237146096572,45.42718415542309
2013-09-18,45.64180894523995,46.464794845320974,45.2690736815157,46.1913304457882
2013-09-19,45.656495620456454,45.974195301135694,45.11728033966116,45.42312533709771
2013-09-20,48.13084684111632,48.42671813617158,47.4667930756254,47.76696909147414
2013-09-23,46.72182154766405,46.977933092624625,46.044340343394445,46.45125257041427
2013-09-24,44.648410817589564,45.08638846634157,44.24100657349729,44.56295545100293
2013-09-25,45.784769360073525,46.12795546693679,45.280253168001025,45.635679086744645
2013-09-26,44.93106857960147,45.325067933881876,44.58325967766693,44.99455671662859
2013-09-27,44.10157212328488,44.491956880821775,43.77205306787921,44.177956366753094
2013-09-30,45.53361946727673,46.063275833872325,45.241185741583394,45.702528783308644
2013-10-01,46.15844036917841,46.818930876462936,45.931020806393384,46.56690983245967
2013-10-02,45.90547685566665,46.404220473682805,45.57141277820315,46.165063303127354
2013-10-03,46.55502389881506,46.78989370090945,45.797120999794544,46.153330262034856
